LAMMPS data file via write_data, version 2 Aug 2023, timestep = 3000000, units = lj

4000 atoms
3 atom types
3900 bonds
1 bond types

-7.9280634442005695 7.9280634442005695 xlo xhi
-7.9280634442005695 7.9280634442005695 ylo yhi
-7.9280634442005695 7.9280634442005695 zlo zhi

Masses

1 1
2 1
3 1

Atoms # full

1270 32 1 0 -7.388531656526847 -3.0533812778855474 -0.8145345984904406 0 -1 1
2388 60 1 0 -1.044867749015217 -5.332106472700193 -2.8473726934986416 0 0 0
651 17 2 1 -1.8564314371369157 -1.3424037062014476 -4.865091729899841 -1 2 1
1149 29 1 0 -5.421118139471041 -2.1055466889334475 -2.1526432161162985 1 0 0
2197 55 1 0 -1.0511819791012655 -7.344635238025388 -7.402869504814216 -1 0 1
1162 30 2 1 -6.687303326676399 -5.69914623721005 -3.9916801300369595 1 0 -1
949 24 1 0 -3.8045302923242765 -1.6979454018613929 -4.470364075213371 0 1 0
3925 99 3 -1 -3.7290136668983775 -5.082186107927841 -5.797619930073397 0 0 0
3926 99 3 -1 -3.9597095481586484 -4.144688582689148 -5.597222046850802 0 0 0
1850 47 2 1 -0.9162593506954746 -7.044925120463964 -3.577315416166882 0 0 1
1153 29 1 0 -2.746519435104048 -2.475141564466772 -1.3968991366884647 1 0 0
151 4 1 0 -6.152776888435876 -4.256747694743696 -7.443510374136129 0 0 1
3516 88 1 0 -5.0605575028339285 -5.850393761850204 -1.1265539364446078 0 1 0
129 4 2 1 -6.0879852433625326 -5.339542193049052 -7.088558859580832 0 0 1
1163 30 2 1 -6.036561106248844 -6.336330838999275 -3.5683879669989675 1 0 -1
650 17 2 1 -1.0120490864370657 -1.4106518114880586 -5.304664848009871 -1 2 1
2078 52 1 0 -1.8588723575949357 -4.522028572435797 -1.4616272229522074 0 0 -1
3942 99 1 0 -5.0103062668763805 -7.713674581479119 -5.330648065819673 0 0 0
3869 97 1 0 -4.990988712096311 -6.6077857350576 -3.5214900158440265 0 1 1
637 16 1 0 -7.109694656339542 -6.977646993801893 -1.116756175889553 0 0 -1
2719 68 1 0 -5.850057718750003 -7.322695389185863 -6.185779614583037 1 0 0
3742 94 1 0 -0.9283710030660588 -1.6024316254221969 -1.328129454284002 1 -2 1
1621 41 1 0 -2.4997485122286873 -4.399228461140796 -6.931407191439147 -1 1 1
2394 60 1 0 -1.446581078123777 -4.616703548241551 -6.589203933827984 0 0 0
3929 99 3 -1 -3.308362884649938 -2.610124066989286 -7.139235447325486 0 0 0
1903 48 1 0 -1.9513324984376021 -0.39392330979131973 -6.61072024632081 0 0 1
1845 47 2 1 -1.057622590061304 -6.5413084873560905 -0.5433616129169853 0 0 1
3035 76 1 0 -6.7895680295095175 -2.251361049825576 -5.578142378185266 0 -1 1
3961 100 3 -1 -1.8021242703550273 -1.3944153660034555 -6.117965181254278 0 0 0
3927 99 3 -1 -3.826699269365913 -3.8254676526433613 -6.534241665762611 0 0 0
177 5 2 1 -6.182302787700315 -0.9301383649191566 -5.9733969401737035 0 0 0
1623 41 1 0 -4.370720934419692 -4.21919490232963 -7.813504506640506 -1 1 1
2175 55 3 -1 -1.3189362515145238 -7.511548906934079 -5.490050349726903 -1 0 1
3490 88 3 -1 -7.5273472291582095 -4.965757367170047 -1.0257751869048417 0 1 0
2522 64 3 -1 -6.8775064149751985 -2.070218279247878 -0.5701336208590886 -2 0 -1
1147 29 1 0 -3.781637747882102 -1.0324558630587441 -2.068660068251993 1 0 0
1151 29 1 0 -3.971722313661241 -3.2122114857767157 -3.980859126727644 1 0 0
2717 68 1 0 -6.75936117053786 -7.09223843056125 -6.70236190457729 1 0 0
189 5 1 0 -1.7971771451090426 -3.5368715094547616 -6.532022077646813 0 0 0
3512 88 1 0 -7.861917836789292 -4.2118754875164 -3.1137107525867536 0 1 0
3957 99 1 0 -7.726687802030564 -4.190541416014285 -6.955493117883606 0 0 0
3796 95 1 0 -2.886875780278518 -1.2508801826776903 -1.4664167926863807 -1 1 -1
196 5 1 0 -5.828500668097941 -1.933508065200245 -5.679317144135112 0 0 0
3981 100 1 0 -2.370425678892997 -1.2781557545978304 -6.855989703255955 0 0 0
2400 60 1 0 -0.7905442678613861 -2.6937231217748794 -1.8755667150779811 0 0 0
3795 95 1 0 -2.989143217603604 -1.8835290645248985 -0.5848548678668793 -1 1 -1
1182 30 1 0 -7.067173771257065 -5.936054944213444 -4.812000500501827 1 0 -1
3792 95 1 0 -3.405063306597053 -5.489537402797611 -1.5240140779485987 -1 1 -1
3812 96 3 -1 -4.418898319119277 -1.4808954688571987 -3.380940705035952 1 -1 1
3196 80 1 0 -0.34763263507638076 -0.8873769879186097 -7.65667104291384 0 0 1
1902 48 1 0 -2.4755824830660487 -0.5030161265734812 -5.531187945912496 0 0 1
2172 55 3 -1 -0.4497019309431387 -5.774897996753598 -6.364964350568476 -1 0 1
3827 96 1 0 -5.073904042761214 -1.0310550605230775 -1.5143589233182568 1 -1 1
1252 32 2 1 -5.618595996502763 -3.401608213948597 -0.5060166689875337 0 -1 1
3036 76 1 0 -7.198579104496973 -3.2635710936815805 -7.211317218810605 0 -1 1
2191 55 1 0 -2.1286948783857342 -5.510304677812703 -6.817078550494274 -1 0 1
3852 97 3 -1 -7.416472007323134 -6.705753907190758 -4.246724800484983 0 1 1
3955 99 1 0 -5.263010738789735 -3.6270882520481837 -7.592508620414487 0 0 0
1086 28 2 1 -6.767960322086283 -3.9140662055619906 -4.387744312084022 1 1 1
2369 60 3 -1 -0.4444349482713088 -5.101538839121467 -3.805095905028142 0 0 0
1867 47 1 0 -0.583297113124023 -4.657837664647209 -2.1218566642990404 0 0 1
3937 99 3 -1 -7.114003655190466 -4.2657872764142475 -7.701329915779023 0 0 0
1104 28 1 0 -6.194998784853361 -3.4983779661417724 -3.4037727581408617 1 1 1
2058 52 3 -1 -1.0791698836824724 -4.860098484804882 -1.0555375709105213 0 0 -1
3032 76 1 0 -6.367452019981514 -1.18779360619288 -4.175282623535555 0 -1 1
475 12 1 0 -3.683987048296837 -5.805621321759112 -7.262416056434169 0 0 1
864 22 1 0 -2.1863928918710736 -5.1484561129353015 -5.744920155912595 1 2 0
809 21 2 1 -0.6836902501027229 -4.315525592335189 -0.3121231091091162 1 1 -1
3491 88 3 -1 -7.908040079652906 -4.156870964263265 -1.5163857795547266 0 1 0
648 17 2 1 -0.2531166684109847 -3.026234181340728 -5.8066270602326 -1 2 1
2541 64 1 0 -5.733224980438482 -1.8294379786468156 -1.18855516543667 -2 0 -1
3922 99 3 -1 -4.310153610132457 -7.630095659311697 -6.038890835721142 0 0 0
3376 85 3 -1 -7.731237679293545 -4.076670912028343 -4.21555880419347 0 1 2
2074 52 1 0 -0.7435430404174816 -5.470754581723082 -0.14977437402278126 0 0 -1
846 22 2 1 -1.6717912798699235 -6.4335612642925355 -7.199112033310455 1 2 0
1123 29 2 1 -1.1119774773019389 -0.5104181930001257 -1.9433089017738685 1 0 0
