LAMMPS data file via write_data, version 2 Aug 2023, timestep = 3000000, units = lj

4000 atoms
3 atom types
2000 bonds
1 bond types

-8.225674563324844 8.225674563324844 xlo xhi
-8.225674563324844 8.225674563324844 ylo yhi
-8.225674563324844 8.225674563324844 zlo zhi

Masses

1 1
2 1
3 1

Atoms # full

2950 1475 1 0 -3.4344930236556195 -2.55787730551242 -5.795872791004061 0 0 2
3740 1870 1 0 -0.5760991096997152 -0.6209841103696103 -4.260127602785963 2 -5 3
1829 915 2 1 -0.9639120312219607 -3.098388392961156 -5.669541545297124 2 1 -3
1171 586 2 1 -1.8615363888653782 -1.7436480980956857 -1.4297882039451446 2 4 1
3127 1564 3 -1 -7.005476676177455 -6.376036940850252 -5.961941725531784 1 0 -2
1852 926 1 0 -7.848924659984036 -4.37352043829212 -3.107994661595366 -1 -2 0
2090 1045 1 0 -3.2558667472077296 -2.997438052908861 -7.922484075107844 -5 1 -2
180 90 1 0 -5.780644602591405 -5.617588857148885 -1.4714522672043655 0 2 2
1893 947 2 1 -2.2937450500181624 -5.589015800655762 -1.5344393571667347 -1 -1 2
3992 1996 1 0 -3.2584434192168565 -3.4045469183901487 -2.0726179891619947 0 -4 1
445 223 2 1 -1.1290795218162328 -4.415244726660428 -6.194868890542095 3 0 -2
561 281 2 1 -4.686535627835594 -4.1086927199744325 -1.8859169991981697 -2 -1 3
79 40 2 1 -6.424159162239615 -3.891489177968664 -7.6250558738311485 -3 -1 0
157 79 2 1 -7.766246217988376 -5.999802378824098 -5.290585629659711 -4 -5 1
3927 1964 3 -1 -7.348273902932612 -6.317613849649221 -0.11147962398792441 3 1 -1
3283 1642 3 -1 -7.463431004164532 -8.182472395137925 -3.516195827149147 -1 -3 0
1056 528 1 0 -1.4899638226057599 -5.641077237149846 -4.783369246212456 3 0 1
292 146 1 0 -0.6355585118463978 -7.526129037131354 -8.181169236933828 -1 0 0
431 216 2 1 -6.195305484133183 -6.6437690639823686 -2.5332224240212957 -2 -2 -1
1894 947 1 0 -2.162022431092808 -6.495029684992291 -1.4542439268760368 -1 -1 2
1338 669 1 0 -1.2256058504084484 -1.1241417350176697 -6.548650846646246 0 -1 3
1679 840 2 1 -2.2651888073406132 -1.9583304137890956 -0.053895468554607626 -2 1 2
162 81 1 0 -4.4628150798151545 -4.439116236825633 -5.017277709344034 2 -1 2
2120 1060 1 0 -2.5707861422958516 -2.2915614588335087 -2.7365590607930197 2 3 -3
2124 1062 1 0 -2.7541304562555444 -3.4075804845450763 -5.875355040830482 -1 2 -1
3284 1642 1 0 -6.867430532742481 -7.61298166079944 -4.02022914552571 -1 -3 0
891 446 2 1 -0.6072876375725222 -7.140811254859933 -3.92176836486073 0 1 1
1439 720 2 1 -5.166473433287296 -8.194302829605062 -3.8157861877081785 0 1 -1
1376 688 1 0 -3.7277683865915305 -3.557692665510171 -4.254050506505629 -1 -1 0
1830 915 1 0 -1.6503420053398825 -2.835529480517823 -6.372403387198393 2 1 -3
3684 1842 1 0 -0.05705520486303328 -0.06806579164173421 -2.5827325424873058 2 -1 3
2351 1176 3 -1 -5.816504106344468 -6.168356973276431 -3.3999193675987014 0 1 -2
116 58 1 0 -2.594485394605119 -7.879396210104681 -0.3054344332580186 -1 -1 1
3541 1771 3 -1 -2.027349387238739 -4.677430172081716 -0.9997378625905585 -1 1 -3
1278 639 1 0 -2.054544126744103 -1.8906667642007342 -8.191218451368242 0 3 3
927 464 2 1 -0.726711322646997 -0.13772059947681292 -1.1286065874762472 1 -5 0
297 149 2 1 -0.9529399766356104 -5.844511861993665 -7.632952150020886 1 3 2
1026 513 1 0 -7.09385664458509 -0.7551373114231517 -0.7445683655035359 4 -3 0
1267 634 2 1 -3.9582103984248347 -4.709037772863794 -0.5103589265424697 0 -2 -1
2473 1237 3 -1 -5.575253774110908 -6.424926758543588 -7.047519141286259 -2 -3 -2
3599 1800 3 -1 -1.4939939124383788 -0.30123757530905415 -1.7433293210839966 -1 0 0
161 81 2 1 -4.269807266664783 -4.693100962684206 -5.9054947689791355 2 -1 2
656 328 1 0 -0.5193300637541833 -5.039447890525468 -0.6864558699693878 0 4 -2
3600 1800 1 0 -1.0295129841873685 -0.8559849151624936 -2.3630148188094213 -1 0 0
894 447 1 0 -7.325901997050716 -4.1113352683107465 -5.477392300652852 0 0 -1
178 89 1 0 -3.8315667490751277 -7.487134515057146 -0.9445175320836675 2 -2 2
2180 1090 1 0 -1.430564818317924 -6.014812074637428 -2.0465042720423945 -1 0 0
2775 1388 3 -1 -6.304219705877566 -4.375366379165071 -6.621129468740078 -1 1 0
3753 1877 3 -1 -5.440112734565762 -3.385977990130936 -8.01762419654791 1 1 0
3027 1514 3 -1 -4.91186441429195 -1.7427912480515468 -6.8718082948348655 0 -2 4
3122 1561 1 0 -3.0431775869782287 -7.100587676901087 -6.464896663176508 -3 -2 1
2944 1472 1 0 -6.299491966772404 -5.7031781076539625 -7.884551370681026 0 -1 -1
1226 613 1 0 -0.1142217690381262 -1.3081861354048447 -0.7629243891823908 1 -1 -2
560 280 1 0 -2.311912355406526 -1.2961532074431954 -6.445450199390682 1 -1 -1
1210 605 1 0 -1.6147202350700747 -0.2018286867370236 -4.397805579124667 2 4 0
930 465 1 0 -0.7661655394409257 -4.185021958766065 -7.950981085177894 0 -1 -4
3324 1662 1 0 -4.847036301305643 -2.440980729800307 -5.716908720055777 0 1 5
